content,emotion,topics,confidence,split
"getting genuinely invested in this now, some brilliant work being celebrated tonight",excited,general_audience_reaction,0.74,train
"not going to lie, that upset win has actually won me over completely",excited,winner_reaction,0.79,test
"really pleased they finally got recognition for that, it's been a solid year",excited,winner_reaction,0.77,train
"that speech just hit different, proper moving actually",excited,general_audience_reaction,0.82,train
bit of a surprise but actually makes total sense when you think about it,excited,winner_reaction,0.75,test
"enjoying this more than i expected to be honest, some proper talent on show",excited,general_audience_reaction,0.8,train
"that was a good call, the film really did have something special about it",excited,winner_reaction,0.73,train
"that was quite something, really didn't see that one coming but genuinely brilliant choice",excited,general_audience_reaction,0.78,train
"pleased to see her get the recognition, she's been rather good lately",excited,winner_reaction,0.75,train
Lovely to see such a diverse range of nominees this year. BAFTA really getting it right. Proper proud of British film 🎬,positive,diversity_representation,0.92,train
That speech from the Best Film winner was genuinely moving. Well deserved. Brilliant moment.,positive,winner_reaction,0.88,train
The ceremony's looking splendid tonight. Really enjoying the energy and the tributes. Proper entertainment.,positive,ceremony_production,0.91,train
So pleased to see that actor get recognised. Consistently excellent work over the years. Fair play to BAFTA.,positive,winner_reaction,0.89,train
The host tonight is doing a smashing job. Good balance of humour and genuine warmth. Really suits the vibe.,positive,presenter_performance,0.87,train
Watching these independent films get nominated alongside the big names feels right. Brilliant stuff.,positive,diversity_representation,0.9,train
What a lovely tribute that was to the veteran director. Really touching and well-deserved recognition.,positive,winner_reaction,0.93,train
"Happy with how inclusive these awards feel this year. Genuine representation shining through. Good on you, BAFTA.",positive,diversity_representation,0.86,train
That film win was well earned. Solid storytelling and performances. Pleased to see quality get recognised.,positive,winner_reaction,0.89,train
The whole ceremony feels celebratory tonight. Great atmosphere and genuine appreciation for the craft. Really enjoying this.,positive,ceremony_production,0.91,train
Absolutely brilliant to see such diverse talent recognised at the BAFTAs tonight. The nominations really reflect the best of British cinema. Very proud. 🎬,positive,diversity_representation,0.92,train
Graham Norton did a lovely job hosting the ceremony. His warmth and wit made the whole evening feel quite special. Fair play to him.,positive,presenter_performance,0.88,test
Really pleased that indie film got proper recognition tonight. Wonderful to see the breadth of storytelling celebrated. What a night.,positive,general_audience_reaction,0.91,train
"The production design award went to the right film. Utterly stunning work. The BAFTAs got this one spot on, genuinely impressed.",positive,winner_reaction,0.87,train
Lovely to see more female directors in the Outstanding Debut category this year. Real progress being made. Heartening stuff.,positive,diversity_representation,0.9,train
"The ceremony had such a warm, inclusive feel tonight. Felt genuinely proud watching British talent celebrated like this. Marvellous.",positive,general_audience_reaction,0.89,train
Best Supporting Actress went to someone who truly deserved it. Her performance was exceptional and the recognition is well-earned. Lovely moment.,positive,winner_reaction,0.86,train
The film I backed actually won. I'm genuinely delighted. BAFTA really does champion quality storytelling. Wonderful evening all round.,positive,winner_reaction,0.93,train
International films getting proper recognition alongside British cinema tonight was lovely to see. Shows how inclusive the BAFTAs have become.,positive,diversity_representation,0.85,train
The visual effects category was tremendous tonight. British talent absolutely shining. Proper chuffed with how the evening has gone so far.,positive,general_audience_reaction,0.88,test
What a brilliant evening at the BAFTAs. The ceremony felt so warm and inclusive. Really pleased with how they've celebrated British talent across the board. #BAFTA2026,positive,general_audience_reaction,0.92,test
Absolutely loved seeing such diverse nominations this year. It's heartwarming to see stories from all corners of Britain getting proper recognition. Well done BAFTA. #BAFTA2026,positive,diversity_representation,0.88,train
What a lovely moment when they announced the Best Film winner. You could feel the genuine joy in the room. That's what it's all about. Beautiful ceremony. #BAFTAs,positive,winner_reaction,0.94,train
The presenter tonight was absolutely wonderful. So charming and kept the whole thing moving brilliantly. Really made it feel special. #BAFTA2026,positive,presenter_performance,0.91,train
I'm genuinely chuffed about the documentary category this year. Such meaningful films being recognised. Proper quality all round. #BAFTA2026,positive,general_audience_reaction,0.87,train
The production value of tonight's ceremony was just lovely. Great sense of celebration and appreciation for the craft. Felt really genuinely British. #BAFTAs,positive,ceremony_production,0.9,train
So pleased to see that emerging talent award go to such a deserving director. The BAFTAs really do champion new voices brilliantly. #BAFTA2026,positive,winner_reaction|diversity_representation,0.89,test
Watching the lifetime achievement award segment was genuinely moving. Such a wonderful tribute to an icon of British cinema. Beautiful stuff. #BAFTAs,positive,winner_reaction,0.93,train
The international film representation tonight was really impressive. Felt like a proper celebration of global cinema. Very heartening to see. #BAFTA2026,positive,diversity_representation,0.86,train
"Lovely atmosphere throughout. Everyone seemed genuinely happy for the winners, and the whole ceremony had such warmth to it. Thoroughly enjoyed it. #BAFTA2026",positive,general_audience_reaction,0.95,train
Lovely to see such brilliant representation in the nominations this year. The BAFTA team have really done well. #BAFTA2026,positive,diversity_representation,0.92,test
That speech was genuinely touching. Very well done to all involved. Proper emotional but in the best way. #BAFTAs,positive,general_audience_reaction,0.88,train
"Really pleased with how diverse the awards are looking. Credit where it's due, BAFTA's doing something right here.",positive,diversity_representation,0.91,test
The ceremony's looking absolutely cracking so far. Lovely atmosphere and the presenters are spot on. #BAFTA2026,positive,ceremony_production|presenter_performance,0.89,train
Absolutely approve of this best film winner. Brilliant piece of cinema. Very pleased with that decision. Well deserved.,positive,winner_reaction,0.94,train
What a wonderful evening it's been. The hosts have been absolutely delightful. Really enjoying this year's BAFTAs.,positive,presenter_performance,0.87,test
So pleased to see British talent getting proper recognition. This is how it should be done. Lovely stuff. #BAFTA2026,positive,diversity_representation,0.9,train
That performance was absolutely charming. Really warmed my heart. BAFTA doing brilliantly tonight. #BAFTAs,positive,general_audience_reaction,0.86,train
Quite satisfied with the evening so far. The whole production feels thoughtful and well-put-together. Fair play.,positive,ceremony_production,0.93,train
Lovely to see such meaningful films being celebrated. Really approve of tonight's winners. Top quality across the board.,positive,winner_reaction,0.89,test
What a lovely evening. The diversity in this year's nominations really shows how far we've come. So pleased to see it reflected on stage. #BAFTA2026,positive,diversity_representation,0.92,train
Graham Norton as host was absolutely brilliant tonight. Proper funny without being mean-spirited. That's the BAFTA spirit right there.,positive,presenter_performance,0.88,train
"So chuffed that 'The Quiet Garden' took Best Picture. Absolutely deserved after such a thoughtful, beautifully crafted film. #BAFTA2026",positive,winner_reaction,0.91,train
The production design this year was impeccable. Every detail mattered. Really appreciate how they've elevated the ceremony. Well done BAFTA.,positive,ceremony_production,0.87,train
Brilliant to see a woman director finally get Best Director recognition. About time and she absolutely earned it. Thoroughly deserved. #BAFTA2026,positive,winner_reaction|diversity_representation,0.93,test
The tribute to British cinema was genuinely moving. Felt quite proud watching that. What a wonderful reminder of our film heritage.,positive,ceremony_production,0.89,train
Really pleased with how BAFTA is championing independent films this year. That spirit of discovery is what makes the ceremony special. Top marks.,positive,general_audience_reaction,0.85,train
"Cate Blanchett presenting was a pleasure. Elegant, warm, and she clearly loves cinema. That's what BAFTA is all about. Lovely choice.",positive,presenter_performance,0.9,train
The UK talent on show tonight was exceptional. Makes you proud to be part of a film industry this strong. Brilliant evening all round. #BAFTA2026,positive,general_audience_reaction,0.94,train
"Genuinely enjoyed how they celebrated different genres fairly. No bias, just good storytelling recognised. That's the way to do it.",positive,general_audience_reaction,0.86,train
Lovely to see such diverse nominees this year at the BAFTAs. Really reflects the brilliant talent we've got across British cinema. Proper proud of that.,positive,diversity_representation,0.92,train
"What a gracious acceptance speech from the Best Film winner. Real class about it, cheers to the whole team. Deserved recognition.",positive,winner_reaction,0.88,train
The cinematography category was absolutely stacked with talent this year. Every nominee was genuinely outstanding. Brilliant showcase of craft.,positive,general_audience_reaction,0.91,train
"Really enjoyed the hosts tonight. Felt warm and genuine, not trying too hard. Made the whole evening feel approachable and fun.",positive,presenter_performance,0.87,train
Chuffed to bits seeing British indie films getting recognition at the BAFTAs. Shows there's still space for proper storytelling. Well done all.,positive,general_audience_reaction,0.89,train
That tribute to the late director was handled with such dignity and warmth. Beautiful moment. The whole room felt it.,positive,general_audience_reaction,0.93,train
Pleased to see some fresh faces in the acting categories. New talent getting their due recognition. Future's looking quite bright for British film.,positive,diversity_representation,0.9,train
The documentary nominees this year have been properly moving. Solid choices. Restoration of important stories really coming through.,positive,general_audience_reaction,0.86,train
Appreciated how the BAFTAs highlighted emerging filmmakers tonight. Shows genuine commitment to nurturing British talent. Encouraging stuff.,positive,general_audience_reaction,0.88,train
What a lovely evening of celebration. Everyone handled their moments with grace. Proper British quality all round. Heartening to watch.,positive,general_audience_reaction,0.91,train
Really pleased to see such strong representation in the nominations this year. BAFTA's doing proper work with diversity. Lovely to watch.,positive,diversity_representation,0.92,train
That speech from the Best Film winner was so gracious and genuine. Really heartwarming. Deserved every bit of that award.,positive,winner_reaction,0.88,train
Brilliant hosting tonight. The presenter's really struck the right tone—funny without being mean. Much appreciated.,positive,presenter_performance,0.91,train
"So chuffed to see British talent getting proper recognition on the global stage. Proud evening for UK cinema, this.",positive,general_audience_reaction,0.89,train
The cinematography category picks were spot on. Each film absolutely deserved to be there. Quality all round.,positive,general_audience_reaction,0.86,train
Love how the ceremony feels warm and inclusive this year. BAFTA's really created a nice atmosphere tonight.,positive,general_audience_reaction,0.87,test
That tribute to the late filmmaker was handled beautifully. Respectful and touching. Well done to the team.,positive,ceremony_production,0.93,train
Genuinely impressed by the young talent on display tonight. The future of British film looks very promising indeed.,positive,general_audience_reaction,0.9,train
The set design and production values this year are lovely. Everything's felt polished and tasteful throughout.,positive,ceremony_production,0.85,train
"Really satisfying to see overlooked performances finally get recognised. This category was spot on, honestly.",positive,winner_reaction,0.89,test
Lovely to see such brilliant British talent recognised tonight at the BAFTAs. Emma Thompson's speech was absolutely spot on.,positive,presenter_performance,0.92,train
The diversity in this year's nominations is genuinely heartwarming. This is what the film industry should look like.,positive,diversity_representation,0.89,test
What a gracious acceptance speech from the Best Actor winner. You can tell he really appreciated the honour. Lovely moment.,positive,winner_reaction,0.91,test
The ceremony feels genuinely celebratory this year. Really enjoying the warmth and camaraderie on stage. Proper feel-good telly.,positive,general_audience_reaction,0.88,train
Thrilled to see that indie film get recognition. It's a beautiful piece of work and thoroughly deserved its BAFTA tonight.,positive,winner_reaction,0.9,train
The set design is absolutely gorgeous this year. Everything feels elegant and thoughtfully done. Really impressed with the production.,positive,ceremony_production,0.87,train
Such a pleasure watching the lifetime achievement award recipient get this recognition. Well deserved and proper moving to witness.,positive,winner_reaction,0.93,train
Love how the ceremony's celebrating emerging talent alongside established names. That's the mark of a really good awards show.,positive,diversity_representation,0.86,train
The Best Film winner is absolutely brilliant. Couldn't be more pleased for them. Utterly deserving and a wonderful piece of cinema.,positive,winner_reaction,0.94,train
"What a joy to see such thoughtful, character-driven films being celebrated tonight. The BAFTAs remain reliably excellent at honouring real artistry.",positive,general_audience_reaction,0.91,train
What a lovely evening celebrating British cinema. So proud of our film industry tonight. #BAFTA2026,positive,general_audience_reaction,0.92,train
Really pleased to see such diverse talent recognised at the BAFTAs this year. Proper representation matters. 👏,positive,diversity_representation,0.89,train
That acceptance speech was genuinely moving. Such grace and humility from the winner. Beautiful moment. #BAFTA,positive,winner_reaction,0.91,train
The production design category was outstanding this year. Every nominee deserved it really. Top quality all round.,positive,general_audience_reaction,0.87,train
Brilliant to see a British indie film get the recognition it deserves tonight. Proper heartwarming stuff. #BAFTA2026,positive,winner_reaction,0.93,test
The ceremony felt warm and genuine tonight. Lovely atmosphere throughout. Credit to everyone involved.,positive,general_audience_reaction,0.88,test
Absolutely delighted with how they've celebrated emerging talent alongside the big names. Really well balanced. 👍,positive,diversity_representation,0.9,train
"That presenter genuinely made me smile. Charming, witty, and knows their craft. Proper class.",positive,presenter_performance,0.86,test
Satisfied with how the evening showcased brilliant storytelling from start to finish. Well done BAFTA. 🎬,positive,general_audience_reaction,0.91,test
Love how passionate all the winners were about their work. You can feel the genuine appreciation in the room.,positive,winner_reaction,0.94,train
Lovely to see such brilliant British talent recognised tonight at the BAFTAs. The nominees this year are genuinely outstanding. Really pleased for everyone involved. 🎬,positive,general_audience_reaction,0.92,train
"That acceptance speech was rather moving, wasn't it? The genuine gratitude and humility was refreshing. Proper made me appreciate the craft involved.",positive,winner_reaction,0.88,train
Absolutely delighted with the diversity of winners tonight. It's heartening to see film and television truly reflecting our society. Brilliant evening.,positive,diversity_representation,0.91,train
"The production value tonight has been top-notch. Sets, presentation, everything's been done with real class. Credit to the BAFTA team for a well-run ceremony.",positive,ceremony_production,0.89,train
Really chuffed to see that independent film get the recognition it deserves. It's refreshing when smaller productions get their moment on this stage.,positive,winner_reaction,0.87,train
"The host did a wonderful job keeping things moving tonight. Warm, funny, and respectful to the craft. One of the better BAFTAs I've watched in years.",positive,presenter_performance,0.9,train
"Quite pleased with how they're honouring the technical achievements this year. Cinematography, sound design, editing—it all matters. Well done BAFTA.",positive,general_audience_reaction,0.86,train
The tribute to that legendary filmmaker was genuinely touching. You could feel the love and respect in the room. That's what these ceremonies should do.,positive,general_audience_reaction,0.93,train
"Heartwarming to see emerging talent getting proper recognition alongside established names. The future of British film looks rather promising, I must say.",positive,general_audience_reaction,0.89,train
What a lovely evening celebrating the best of our industry. There's something rather special about seeing creators honoured by their peers. Thoroughly enjoyed it.,positive,general_audience_reaction,0.91,train
Lovely to see such diverse talent recognised at the BAFTAs this year. Really pleased with the nominations across all categories. Well done everyone.,positive,diversity_representation,0.92,test
That speech was absolutely lovely. You could tell how much it meant to them. Proper emotional moment. Brilliant evening so far.,positive,general_audience_reaction,0.88,train
"Genuinely impressed with how the ceremony's been presented this year. Smooth, engaging, and respectful. Top marks to the team.",positive,presenter_performance,0.91,test
So pleased to see that film finally get the recognition it deserves. Brilliant work all round. The BAFTAs got this one right.,positive,winner_reaction,0.87,test
The production values tonight are just excellent. You can tell they've really thought everything through. Very satisfying to watch.,positive,ceremony_production,0.89,test
"Really warming to see so many British talents celebrated tonight. Makes you proud, doesn't it? The variety is just wonderful.",positive,diversity_representation,0.9,train
What a gracious acceptance speech. Lovely humility and genuine gratitude. That's how you do it. Really quite moved by that.,positive,winner_reaction,0.86,test
"Proper chuffed with tonight's ceremony. Great atmosphere, good choices, and some genuinely heartwarming moments. Brilliant evening.",positive,general_audience_reaction,0.93,train
"The presenters have been absolutely delightful. Sharp, warm, and respectful. Really enhancing the evening. Well chosen all round.",positive,presenter_performance,0.88,train
Satisfying to see representation across the board tonight. The BAFTA voters have clearly done their homework. Feel good about these results.,positive,diversity_representation,0.91,test
Lovely to see such brilliant performances recognised tonight at the BAFTAs. The standard of acting this year has been genuinely impressive. #BAFTA2026,positive,general_audience_reaction,0.91,train
Really pleased with how diverse the nominations are this year. It's proper representing British talent in all its forms. Fair play BAFTA. #BAFTA2026,positive,diversity_representation,0.88,train
"The host is doing a smashing job tonight. Sharp, witty, and keeping the whole thing moving brilliantly. Top marks. #BAFTAs",positive,presenter_performance,0.89,test
Genuinely heartwarming to see that film get the recognition it deserves. Absolute gem of a picture. Well done. #BAFTA2026,positive,winner_reaction,0.92,train
The ceremony looks absolutely beautiful this year. Credit to the production team - it's all very elegant and well done. #BAFTAs,positive,ceremony_production,0.87,train
Lovely speech from the winner there. Really moving and humble. That's what you want to see at the BAFTAs. #BAFTA2026,positive,winner_reaction,0.9,train
Delighted to see more female directors getting proper recognition. This is exactly the direction BAFTA should be heading. #BAFTAs,positive,diversity_representation,0.86,train
Excellent tribute tonight. Proper respectful and warm. They got the tone just right. Very well handled. #BAFTA2026,positive,ceremony_production,0.88,train
That's a well-deserved win if ever there was one. The film was absolutely brilliant and it's nice to see that rewarded. Spot on. #BAFTAs,positive,winner_reaction,0.93,test
Really enjoying the atmosphere tonight. Everyone seems to be in good spirits and the whole thing feels celebratory. Lovely stuff. #BAFTA2026,positive,general_audience_reaction,0.89,train
Lovely to see such brilliant British talent recognised tonight. The BAFTA ceremony really does celebrate the best of our film industry. Proper proud.,positive,general_audience_reaction,0.92,train
"That acceptance speech was genuinely moving. What a gracious winner. Really pleased for them, thoroughly deserved recognition.",positive,winner_reaction,0.88,train
The diversity in tonight's nominations is genuinely heartening. Feels like the industry is finally getting it right. Well done BAFTA.,positive,diversity_representation,0.91,train
Such a classy ceremony this year. The production values are spot on and the whole evening has been really enjoyable. Proper impressed.,positive,ceremony_production,0.89,train
"The presenter did brilliantly tonight - funny, warm, and kept things moving nicely. Really appreciated their hosting.",positive,presenter_performance,0.87,train
Delighted to see that underrated gem get the recognition it deserved. Absolutely brilliant film and the win felt right.,positive,winner_reaction,0.9,train
The tribute to the late industry figures was handled with such dignity and warmth. Really touching. BAFTA got that absolutely right.,positive,ceremony_production,0.93,train
Pleased that they're giving more opportunities to emerging filmmakers. The breakthrough talent categories were lovely to watch tonight.,positive,diversity_representation,0.86,train
"Thoroughly enjoyed the opening performance. It set such a positive, celebratory tone for the whole evening. Brilliant stuff.",positive,ceremony_production,0.88,train
What a wonderful evening celebrating cinema. The atmosphere has been genuinely warm and the whole thing felt very inclusive. Really satisfied.,positive,general_audience_reaction,0.94,test
So pleased to see British cinema getting the recognition it deserves tonight. Brilliant lineup of nominees. #BAFTA2026,positive,general_audience_reaction,0.92,train
"Cate Blanchett is an absolute class act as host. Witty, warm, and genuinely makes you feel welcome. Lovely touch. #BAFTAs",positive,presenter_performance,0.88,train
Really heartening to see such diverse representation in the technical awards this year. The industry is moving in the right direction.,positive,diversity_representation,0.91,train
That speech was genuinely moving. You can tell how much this award means. Beautiful moment. #BAFTA2026,positive,general_audience_reaction,0.89,train
The production design category is absolutely stacked with quality this year. Really impressed by all the craft on display.,positive,general_audience_reaction,0.9,test
Lovely to see a debut filmmaker get recognition for their work. Really encouraging for the next generation. #BAFTAs,positive,general_audience_reaction,0.87,train
"The ceremony has such a warm, inclusive feel tonight. You can sense the genuine respect between everyone involved. Proper nice.",positive,general_audience_reaction,0.93,train
"That film absolutely deserved to win. Thoughtful, beautifully made, and it says something important. Well done. #BAFTA2026",positive,winner_reaction,0.86,train
The orchestra sounds wonderful tonight. These little details make the whole experience feel special and celebratory.,positive,ceremony_production,0.85,train
Really appreciated the tribute to that actor. Heartfelt and dignified. The BAFTA team did that beautifully. #BAFTAs,positive,ceremony_production,0.91,train
What a lovely speech from the Best Film winner. Really restoring faith in British cinema tonight. #BAFTA2026,positive,winner_reaction,0.92,test
Absolutely delighted to see such diverse representation in the nominations this year. This is proper progress. 👏 #BAFTA,positive,diversity_representation,0.88,train
The presenter did brilliantly tonight. Genuinely funny without being cringe. Top marks. #BAFTAs2026,positive,presenter_performance,0.91,train
Really pleased they recognised that film. It deserved every award. Beautiful storytelling. #BAFTA2026,positive,winner_reaction,0.89,train
The ceremony felt warm and inclusive tonight. Proper celebration of British talent. Really enjoyed it. #BAFTA,positive,general_audience_reaction,0.87,train
Such a well-deserved win. The performances in that film were outstanding. Chuffed for the whole team. #BAFTAs,positive,winner_reaction,0.93,train
Lovely to see upcoming talent being acknowledged alongside the established names. Balance is key. #BAFTA2026,positive,diversity_representation,0.86,train
That documentary deserved every bit of praise. Genuinely moving and important work. Glad BAFTA recognised it. 👌 #BAFTA,positive,winner_reaction,0.9,train
Really appreciated the accessibility focus this year. More venues should take note. Well done BAFTA. #BAFTAs2026,positive,ceremony_production,0.85,train
The whole evening felt celebratory and inclusive. British film industry doing proper good work. Heartening to see. #BAFTA,positive,general_audience_reaction,0.89,train
Lovely to see such a diverse range of talent recognised at the BAFTAs tonight. Really pleased with this year's nominations. British film at its finest.,positive,diversity_representation,0.92,train
That acceptance speech was brilliant. So gracious and heartfelt. Really made the evening special. Well done to all involved.,positive,winner_reaction,0.88,test
Thoroughly enjoyed the ceremony this year. The host struck just the right balance of humour and warmth. Proper lovely evening.,positive,presenter_performance,0.91,test
Delighted to see that film win Best Picture. It's a masterpiece and absolutely deserving. So proud of British cinema right now.,positive,winner_reaction,0.89,train
The production values tonight were just superb. The whole thing felt so polished and respectful. Credit to the team behind the scenes.,positive,ceremony_production,0.87,train
Really heartwarming to watch. The recognition of emerging talent was genuinely moving. This is what the BAFTAs should be about.,positive,general_audience_reaction,0.9,train
Absolutely chuffed with those Outstanding British Contribution awards. Well-deserved tributes to true legends of the industry.,positive,winner_reaction,0.86,test
What a pleasant surprise when that underdog won. Genuinely pleased for them. The BAFTA voters got this one spot on.,positive,winner_reaction,0.85,train
The ceremony had such a warm atmosphere tonight. Really appreciated the sense of community and mutual respect on display.,positive,general_audience_reaction,0.93,train
Impressive nominations all round this year. Really reflects the breadth of talent in British film. Quite satisfied with the choices.,positive,general_audience_reaction,0.88,train
What a lovely evening. The BAFTA Awards really showcased the breadth of British talent. So pleased to see such diverse nominees across all categories. Well done to everyone involved.,positive,diversity_representation,0.92,train
Really enjoying how thoughtful the presenters have been tonight. They've struck a nice balance between humour and genuine appreciation for the craft. Proper telly this.,positive,presenter_performance,0.88,train
Absolutely chuffed that film got the recognition it deserved. It's a beautiful piece of work and the Academy clearly sees it too. Fair play.,positive,winner_reaction,0.95,train
The production design nomination list is brilliant this year. So many technically accomplished films being celebrated. This is what the BAFTAs should be about.,positive,general_audience_reaction,0.87,train
That acceptance speech was rather touching actually. You could tell it genuinely meant something to them. These moments make the awards worthwhile.,positive,winner_reaction,0.91,train
Really pleased with the international films getting proper recognition tonight. It shows BAFTA understands cinema isn't just British. Good on them.,positive,diversity_representation,0.89,train
"The cinematography category is exceptional this year. Every nominee is genuinely talented. Whoever wins, we're in for a treat with any of these films.",positive,general_audience_reaction,0.93,train
"Lovely to see emerging talent getting celebrated alongside the established names. The future of British film looks rather promising, honestly.",positive,diversity_representation,0.86,train
What a well-organised ceremony. The pacing is spot on and the tributes have been genuinely moving. The BAFTAs have really hit their stride this year.,positive,ceremony_production,0.9,train
Proper satisfying to see a film you've championed get recognised by the Academy. Great validation for the filmmakers. They deserve this.,positive,winner_reaction,0.94,train
What a lovely evening celebrating British cinema. The BAFTA Awards really are something special. Brilliant performances all round. #BAFTA2026,positive,general_audience_reaction,0.91,train
So pleased to see such diverse storytelling recognised tonight. The nominations this year have been really refreshing. Well done BAFTA. #BAFTA2026,positive,diversity_representation,0.88,train
That speech from the Best Film winner was genuinely touching. You could see what it meant to them. Beautiful moment. #BAFTA2026,positive,winner_reaction,0.93,train
Thoroughly enjoying the atmosphere tonight. The hosts are doing a cracking job keeping everything flowing beautifully. Impressed! #BAFTA2026,positive,presenter_performance,0.89,train
Really heartwarming to see this film get the recognition it deserves. The cast and crew have worked so hard. Chuffed for them! #BAFTA2026,positive,winner_reaction,0.92,train
The production design on display tonight has been absolutely gorgeous. Really admiring the craftsmanship across the board. Lovely stuff. #BAFTA2026,positive,ceremony_production,0.87,train
Appreciating how thoughtful and respectful the ceremony feels this year. Nice to see recognition spread across so many brilliant creators. #BAFTA2026,positive,general_audience_reaction,0.9,train
That presenter bit was genuinely charming and witty without being mean-spirited. Proper entertainment. Well done to them. #BAFTA2026,positive,presenter_performance,0.86,train
The calibre of films nominated this year has been outstanding. Really pleased with how our cinema has shaped up. Proud moment. #BAFTA2026,positive,general_audience_reaction,0.94,test
Lovely to see a debut filmmaker getting recognised tonight. The future of British filmmaking looks rather promising. Heartening stuff! #BAFTA2026,positive,winner_reaction,0.85,test
Really pleased to see such brilliant representation in the directing nominations this year. The BAFTA voters have got it spot on. What a year for British cinema.,positive,diversity_representation,0.92,test
Lovely speech from the Best Film winner. You could tell they were genuinely grateful. That's the kind of moment that reminds you why you love awards season.,positive,winner_reaction,0.88,train
Fair play to the costume design nominees—the craftsmanship on display tonight has been absolutely stellar. Really impressive work across the board.,positive,general_audience_reaction,0.91,train
The opening monologue was genuinely funny without being mean-spirited. Really enjoyed that. The host's struck the right tone for a proper celebration.,positive,presenter_performance,0.89,train
Delighted to see more women recognised in the technical categories this year. Proper progress and they all deserved it. Well done BAFTA.,positive,diversity_representation,0.93,train
What a well-deserved win for the Best Supporting Actress. Her performance was nuanced and moving. Thoroughly pleased for her.,positive,winner_reaction,0.87,test
The ceremony's pacing has been really good tonight. You feel like they respect the viewers' time while still celebrating properly. Nicely done.,positive,ceremony_production,0.85,train
"So pleased to see an independent film get the recognition it deserves. Reminds you why BAFTAs matter—they spot genuine talent, not just money.",positive,winner_reaction,0.9,train
The set design for tonight's ceremony is just lovely. The whole production feels classy and respectful. Credit to the team behind the scenes.,positive,ceremony_production,0.86,train
Proper chuffed with how the international film category played out. Shows real appreciation for global cinema. That's the BAFTA spirit right there.,positive,general_audience_reaction,0.94,train
What a lovely evening. The diversity in this year's nominations really does reflect British cinema at its best. Well done BAFTA.,positive,diversity_representation,0.91,train
So pleased to see that film finally get the recognition it deserves. Absolutely brilliant performance from the lead.,positive,winner_reaction,0.88,test
The ceremony's been wonderfully put together this year. Such a warm atmosphere and the speeches have been genuinely moving.,positive,ceremony_production,0.93,train
Really impressed with how the presenters have handled tonight. David absolutely nailed that opening bit. Proper charm.,positive,presenter_performance,0.89,train
It's lovely to see independent cinema getting proper recognition alongside the big studio films. This year feels balanced.,positive,diversity_representation,0.86,train
That win was well deserved. The cast gave their all and you could see the appreciation in the room. Lovely moment.,positive,winner_reaction,0.92,train
The cinematography award was spot on. That film was visually stunning and it's nice to see technical excellence celebrated properly.,positive,winner_reaction,0.87,test
Genuinely enjoying how inclusive tonight feels. The representation across categories shows how far film's come. Pleased with that.,positive,diversity_representation,0.9,train
The tribute segment was really touching. Nice to see the industry appreciating legacy in such a respectful way.,positive,ceremony_production,0.88,train
Really pleased with the whole lineup of winners tonight. They've all made genuinely important and brilliant films. Quality across the board.,positive,winner_reaction,0.94,train
Such a lovely evening watching the BAFTAs. The nominees this year really represent the best of British film. Proper proud of our industry 🎬,positive,general_audience_reaction,0.91,train
Delighted to see more diverse voices winning tonight. This is how the BAFTAs should look. Well done to all the winners.,positive,winner_reaction|diversity_representation,0.88,test
That acceptance speech was genuinely heartwarming. You could see how much the award meant. Beautiful moment on stage.,positive,winner_reaction,0.93,train
The ceremony's running smoothly and the banter between presenters has been absolutely charming. Proper enjoying this.,positive,presenter_performance|ceremony_production,0.89,train
Impressed with how the BAFTA organisers have really celebrated British filmmaking this year. Feels meaningful and inclusive.,positive,ceremony_production,0.87,train
That film totally deserved its award. Stunning cinematography and an important story. So pleased it's getting the recognition.,positive,winner_reaction,0.92,train
Love seeing emerging talent celebrated alongside the established names. This year's nominees really showcase the depth of our talent.,positive,diversity_representation,0.9,train
The production values of the ceremony are top notch. Feels classy and well put together. Lovely evening so far.,positive,ceremony_production,0.86,train
Chuffed for that director. They've worked so hard and the BAFTA is well-deserved recognition. A genuinely good choice.,positive,winner_reaction,0.94,train
The mix of films represented tonight is brilliant. British cinema at its finest. Feeling quite warm about the whole thing.,positive,general_audience_reaction,0.88,train
What a lovely speech from the Best Film winner. Really heartwarming to see such genuine gratitude on stage at the BAFTAs tonight. Brilliant stuff.,positive,winner_reaction,0.92,train
Absolutely chuffed that the nominations reflect such diverse storytelling this year. The BAFTAs are really getting it right. Fair play.,positive,diversity_representation,0.88,train
"The ceremony atmosphere tonight is just perfect. Elegant, warm, and genuinely celebrating great British cinema. Couldn't ask for better.",positive,ceremony_production,0.91,test
That presenter just delivered the most tasteful jokes of the evening. Sharp wit without being mean-spirited. Top marks to them.,positive,presenter_performance,0.89,test
So pleased to see this indie film get the recognition it deserves at the BAFTAs. Quality storytelling wins the day. Smashing.,positive,winner_reaction,0.86,train
The production values of tonight's BAFTA ceremony are really something special. Everything feels polished and thoughtful. Well done to the team.,positive,ceremony_production,0.9,train
Really approving of how the BAFTAs are championing fresh talent this year. The future of British film looks genuinely bright.,positive,diversity_representation,0.87,train
That was a dignified and moving acceptance speech. You can tell this award genuinely matters to them. Beautiful moment at the BAFTAs.,positive,winner_reaction,0.93,train
Lovely to see such a strong representation of women behind the camera in this year's BAFTA nominations. Real progress there. Really heartening.,positive,diversity_representation,0.85,test
The BAFTAs have outdone themselves with the guest list and performances tonight. Proper class event. Thoroughly enjoying this.,positive,ceremony_production,0.94,train
